קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
GLG-3312-20100000-5L,10DVK52.2107425,חשבונית מס כולל מלאי,28/07/2021,1000000,מאסטרפוד,,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",28.07.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,3,63,ILS,63,0,0,0,189,28/07/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2100151,חשבונית מס כולל מלאי,05/01/2021,5023222,"דיקם אגש""ח בע""מ",,"דיקם אגש""ח בע""מ",תעשיית הנייר וההדפסה,PO200806,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,63,ILS,63,0,0,0,63,05/01/2021,"רוטל דבקים וכימיקלים בע""מ",דרור אילת,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2101392,חשבונית מס כולל מלאי,10/02/2021,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900379242,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,8,55,ILS,63,12.6984,0,64,440,09/02/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2102383,חשבונית מס כולל מלאי,07/03/2021,2613401,"נטפים בע""מ",6789205 ,"נטפים בע""מ",תעשיה כימית,2900383101,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,15,55,ILS,63,12.6984,0,120,825,07/03/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105745,חשבונית מס כולל מלאי,09/06/2021,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900394251,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,8,55,ILS,63,12.6984,0,64,440,08/06/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2106822,חשבונית מס כולל מלאי,11/07/2021,2613401,"נטפים בע""מ",6789205 ,"נטפים בע""מ",תעשיה כימית,2900398346,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,10,59.4,ILS,63,5.7143,0,36,594,15/07/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK61.2100213,חשבונית זיכוי,28/07/2021,2613401,"נטפים בע""מ",6789205 ,"נטפים בע""מ",תעשיה כימית,2900398346,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,-10,59.4,ILS,63,5.7143,0,36,-594,15/07/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2107431,חשבונית מס כולל מלאי,28/07/2021,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900398346,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,10,59.4,ILS,63,5.7143,0,36,594,28/07/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2108496,חשבונית מס כולל מלאי,30/08/2021,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900404628,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,10,59.4,ILS,63,5.7143,0,36,594,25/08/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109183,חשבונית מס כולל מלאי,03/10/2021,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900408997,מסיר אבנית מרוכז,5L,חומרי ניקוי ,98040-014620,10,59.4,ILS,63,5.7143,0,36,594,02/10/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105482,חשבונית מס כולל מלאי,03/06/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000806,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,24,60,ILS,63,4.7619,0,72,1440,30/05/2020,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2100937,חשבונית מס כולל מלאי,27/01/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000180,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,12,60,ILS,63,4.7619,0,36,720,27/01/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2101504,חשבונית מס כולל מלאי,14/02/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000248,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,12,60,ILS,63,4.7619,0,36,720,08/02/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2101897,חשבונית מס כולל מלאי,22/02/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000311,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,12,60,ILS,63,4.7619,0,36,720,22/02/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2103422,חשבונית מס כולל מלאי,06/04/2021,5041910,אופקנט,7050017,אופקנט,שירותים,06.04.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,50.4,ILS,63,20,0,12.6,50.4,06/04/2021,"רוטל דבקים וכימיקלים בע""מ",ג'ניפר חכם,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2103983,חשבונית מס כולל מלאי,22/04/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000443,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,24,60,ILS,63,4.7619,0,72,1440,21/04/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2104821,חשבונית מס כולל מלאי,18/05/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000748,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,24,60,ILS,63,4.7619,0,72,1440,13/05/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2104822,חשבונית מס כולל מלאי,18/05/2021,5121224,"מרכז רפואי רבין בי""ח בלינ",4941492 ,"מרכז רפואי רבין בי""ח בלינ",שירותים,54630944,מסיר אבנית מרוכז,5L,חומרי ניקוי ,1000069416,5,75,ILS,63,-19.0476,0,-60,375,13/05/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105249,חשבונית מס כולל מלאי,30/05/2021,3812108,בית חולים הדסה עין כרם,,בית חולים הדסה עין כרם,שירותים,4400394495,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,8,55,ILS,63,12.6984,0,64,440,25/05/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105656,חשבונית מס כולל מלאי,07/06/2021,5041746,"קונוורג'נט בע""מ",,"קונוורג'נט בע""מ",שירותים,07.06.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,63,ILS,63,0,0,0,126,07/06/2021,"רוטל דבקים וכימיקלים בע""מ",אינה קורן,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2106319,חשבונית מס כולל מלאי,29/06/2021,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO210000876,מסיר אבנית מרוכז,5L,חומרי ניקוי ,222236,24,65,ILS,63,-3.1746,0,-48,1560,28/06/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2106858,חשבונית מס כולל מלאי,12/07/2021,2413308,"מקורות חברת מים בע""מ - חב",6713402,"מקורות חברת מים בע""מ - חב",שירותים,4500512203,מסיר אבנית מרוכז,5L,חומרי ניקוי ,2031262,2,70,ILS,63,-11.1111,0,-14,140,12/07/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109165,חשבונית מס כולל מלאי,30/09/2021,1000000,"תחנת דלק נוה עמל בע""מ",,לקוחות שונים,שירותים,29.9.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,75,ILS,63,-19.0476,0,-12,75,29/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109656,חשבונית מס כולל מלאי,12/10/2021,2413301,"מקורות בע""מ-מרחב צפון",,"מקורות בע""מ-מרחב צפון",שירותים,4500519875,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,70,ILS,63,-11.1111,0,-14,140,03/10/2021,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109423,חשבונית מס כולל מלאי,07/10/2021,1000000,מרססי החרמון,0,לקוחות שונים,שירותים,07.10.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,100,ILS,63,-58.7302,0,-37,100,07/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2100836,חשבונית מס כולל מלאי,25/01/2021,5041543,רותם,0,תשתיות אש מים,שונות,21/01/2021,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,4,65,ILS,63,-3.1746,0,-8,260,21/01/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK61.2100031,חשבונית זיכוי,26/01/2021,5041543,תשתיות אש מים,0,תשתיות אש מים,שונות,21/01/2021,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,-4,65,ILS,63,-3.1746,0,-8,-260,21/01/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2101582,חשבונית מס כולל מלאי,15/02/2021,1000000,כהן אילן,0,לקוחות שונים,שונות,15/02/2021,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,85,ILS,63,-34.9206,0,-44,170,15/02/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2104735,חשבונית מס כולל מלאי,12/05/2021,1000000,נחום כבשני,0,לקוחות שונים,שונות,11.05.21...,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,4,80,ILS,63,-26.9841,0,-68,320,11/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105141,חשבונית מס כולל מלאי,25/05/2021,1000000,משה שבילי,0,לקוחות שונים,שונות,25.05.21....,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,50,ILS,63,20.6349,0,26,100,25/05/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2107829,חשבונית מס כולל מלאי,09/08/2021,1000000,המקום של קאלי,,לקוחות שונים,שונות,08-08.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,100,ILS,63,-58.7302,0,-37,100,08/08/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2108621,חשבונית מס כולל מלאי,02/09/2021,1000000,אוריה חפץ,0,לקוחות שונים,שונות,31.08.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,60,ILS,63,4.7619,0,3,60,31/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109334,חשבונית מס כולל מלאי,05/10/2021,1000000,גלאורה חממי,0,לקוחות שונים,שונות,05.10.21..,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,63,ILS,63,0,0,0,63,05/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109335,חשבונית מס כולל מלאי,05/10/2021,1000000,ירמי,0,לקוחות שונים,שונות,05.10.21...,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,63,ILS,63,0,0,0,63,05/10/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2110119,חשבונית מס כולל מלאי,25/10/2021,1000000,שיש חלומה,,לקוחות שונים,שונות,25.10.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,63,ILS,63,0,0,0,126,25/10/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2100802,חשבונית מס כולל מלאי,24/01/2021,1000000,"חברת קוסמוטרייד (1987) בע""מ",,לקוחות שונים,סוחר,24/0/1/21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,75,ILS,63,-19.0476,0,-12,75,24/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2102108,חשבונית מס כולל מלאי,01/03/2021,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,NS250221,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,20,45,ILS,63,28.5714,0,360,900,01/03/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2102368,חשבונית מס כולל מלאי,07/03/2021,5025715,"לבנון את קוגן בע""מ",,"לבנון את קוגן בע""מ",סוחר,PO21003976,מסיר אבנית מרוכז,5L,חומרי ניקוי ,SERVICE-E,2,70,ILS,63,-11.1111,0,-14,140,03/03/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2103719,חשבונית מס כולל מלאי,14/04/2021,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,12.04.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,10,45,ILS,63,28.5714,0,180,450,12/04/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2106888,חשבונית מס כולל מלאי,12/07/2021,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,11.07.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,20,50,ILS,63,20.6349,0,260,1000,11/07/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2108037,חשבונית מס כולל מלאי,15/08/2021,1000000,א. א. מראות,,לקוחות שונים,סוחר,15.08.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,2,63,ILS,63,0,0,0,126,15/08/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2108309,חשבונית מס כולל מלאי,23/08/2021,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,1306877-15.8.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,20,50,ILS,63,20.6349,0,260,1000,15/08/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2108638,חשבונית מס כולל מלאי,02/09/2021,1000000,א.א. מראות,,לקוחות שונים,סוחר,02.09.21.,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,5,50.4,ILS,63,20,0,63,252,02/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109424,חשבונית מס כולל מלאי,07/10/2021,1013313,"משף אספקה טכנית בע""מ",,"משף אספקה טכנית בע""מ",סוחר,90919,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,70,ILS,63,-11.1111,0,-7,70,06/10/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2109710,חשבונית מס כולל מלאי,14/10/2021,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,11.10.21,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,20,50,ILS,63,20.6349,0,260,1000,11/10/2021,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10DVK52.2105909,חשבונית מס כולל מלאי,15/06/2021,5014320,"אופטונול בע""מ",,"אופטונול בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",8100816238,מסיר אבנית מרוכז,5L,חומרי ניקוי ,OPT00001406,12,70,ILS,63,-11.1111,0,-84,840,14/06/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-20100000-5L,10GG52.2100022,חשבונית מס כולל מלאי,16/06/2021,5051635,קיטור הארץ,,קיטור הארץ,אנרגיה,16.06.2021,מסיר אבנית מרוכז,5L,חומרי ניקוי ,,1,60,ILS,63,4.7619,0,3,60,16/06/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-10000000-200L,10DVK52.2100897,חשבונית מס כולל מלאי,27/01/2021,5051533,"קוסמוטרייד 1987 בע""מ",,"קוסמוטרייד 1987 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",2021021,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,1900,ILS,1816,-4.6256,0,-84,1900,25/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-10000000-200L,10DVK52.2104380,חשבונית מס כולל מלאי,04/05/2021,5041309,סיטאדיס ישראל- הרכבת הקלה חיפה,,סיטאדיס ישראל- הרכבת הקלה חיפה,תעשיית הרכבת והאוויר,4100550333,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,1750,ILS,1816,3.6344,0,66,1750,03/05/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-10000000-200L,10DVK52.2105224,חשבונית מס כולל מלאי,30/05/2021,5041309,סיטאדיס ישראל- הרכבת הקלה חיפה,,סיטאדיס ישראל- הרכבת הקלה חיפה,תעשיית הרכבת והאוויר,4100562706,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,2,1750,ILS,1816,3.6344,0,132,3500,26/05/2021,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3312-10000000-200L,10DVK52.2104236,חשבונית מס כולל מלאי,29/04/2021,5121006,"ווייבלנגת' אנטרפרייזס בע""",4939037 ,"ווייבלנגת' אנטרפרייזס בע""",תעשיה כימית,4006103719,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,40E99999999,1,1950,ILS,1816,-7.3789,0,-134,1950,26/04/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-10000000-200L,10DVK52.2110167,חשבונית מס כולל מלאי,26/10/2021,5051601,"פט (אביב שלם) בע""מ",7315000 ,"פט (אביב שלם) בע""מ",שירותים,07/000307,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,694,1,1950,ILS,1816,-7.3789,0,-134,1950,24/10/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10DVK52.2108750,חשבונית מס כולל מלאי,12/09/2021,5121006,"ווייבלנגת' אנטרפרייזס בע""",4939037 ,"ווייבלנגת' אנטרפרייזס בע""",תעשיה כימית,4006105253,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,9169,ILS,8385,-9.35,0,-784,9169,22/08/2021,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10DVK52.2101313,חשבונית מס כולל מלאי,08/02/2021,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R210000049,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,8500,ILS,8385,-1.3715,0,-115,8500,02/02/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10DVK52.2103280,חשבונית מס כולל מלאי,04/04/2021,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R210000128,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,8500,ILS,8385,-1.3715,0,-115,8500,01/04/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10DVK52.2105122,חשבונית מס כולל מלאי,25/05/2021,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R210000179,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,8500,ILS,8385,-1.3715,0,-115,8500,24/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10GG52.2100024,חשבונית מס כולל מלאי,01/07/2021,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R210000216,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,8500,ILS,8385,-1.3715,0,-115,8500,01/07/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-01000000-1000L,10GG52.2100032,חשבונית מס כולל מלאי,03/10/2021,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R210000294,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,8500,ILS,8385,-1.3715,0,-115,8500,03/10/2021,גרין ליין גלובל,ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2106113,חשבונית מס כולל מלאי,21/06/2021,5120804,"טבע תעשיות פרמצבטיות בע""מ",6944020,"טבע תעשיות פרמצבטיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",AE10149120,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,12,17,ILS,17,0,0,0,204,30/06/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2106610,חשבונית מס כולל מלאי,05/07/2021,5043659,"מקורות חברת מים בע""מ",6713402,"מקורות חברת מים בע""מ",שירותים,4500510628,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,3,23,ILS,17,-35.2941,0,-18,69,05/07/2021,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2108625,חשבונית מס כולל מלאי,02/09/2021,5041338,קאנטרי קלאב כפר סבא,4443624,קאנטרי קלאב כפר סבא,שירותים,29.08.21,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,12,17,ILS,17,0,0,0,204,01/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2102143,חשבונית מס כולל מלאי,01/03/2021,1000000,שלמה כהן,0,לקוחות שונים,שונות,01.03.2021,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,17,ILS,17,0,0,0,17,01/03/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2109334,חשבונית מס כולל מלאי,05/10/2021,1000000,גלאורה חממי,0,לקוחות שונים,שונות,05.10.21..,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,17,ILS,17,0,0,0,17,05/10/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2109335,חשבונית מס כולל מלאי,05/10/2021,1000000,ירמי,0,לקוחות שונים,שונות,05.10.21...,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,,1,17,ILS,17,0,0,0,17,05/10/2021,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2104496,חשבונית מס כולל מלאי,06/05/2021,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,7138,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,zz115,30,11,ILS,17,35.2941,0,180,330,04/05/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3312-42310000-750ML,10DVK52.2108292,חשבונית מס כולל מלאי,23/08/2021,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,7270,מסיר אבנית מרוכז,Industry,חומרי ניקוי ,zz115,48,8.9,ILS,17,47.6471,0,388.8,427.2,02/08/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3302-20100000-5L,10DVK52.2108857,חשבונית מס כולל מלאי,13/09/2021,1000000,אליסון מקלרנון (wefill),,לקוחות שונים,שונות,12.09.21,מסיר אבנית,5L,חומרי ניקוי ,,2,54,ILS,54,0,0,0,108,12/09/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8622-41300000-500ML,10DVK52.2100636,חשבונית מס כולל מלאי,19/01/2021,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,12/01/2021,מסיר וממיס מדבקות,500ML,חומרי ניקוי ,,24,35,ILS,32,-9.375,0,-72,840,12/01/2021,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
