קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט
GLG-3712-20100000-5L,10DVK52.2003382,חשבונית מס כולל מלאי,21/04/2020,1000000,יואב הררי,0,לקוחות שונים,שונות,21/4/20.,מסיר חלודה,Industry,חומרי ניקוי ,,1,100,ILS,80,-25,0,-20,100,21/04/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2003411,חשבונית מס כולל מלאי,21/04/2020,5051284,מוסך לידן,,מוסך לידן,שירותים,21/04/2020,מסיר חלודה,Industry,חומרי ניקוי ,,2,65,ILS,80,18.75,0,30,130,21/04/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2003384,חשבונית מס כולל מלאי,21/04/2020,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",47376-95,מסיר חלודה,Industry,חומרי ניקוי ,9148465,1,308,ILS,386,20.2073,0,78,308,21/04/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2003433,חשבונית מס כולל מלאי,22/04/2020,1000000,דניאל,0,לקוחות שונים,שונות,22.04.20..,מסיר חלודה,Industry,חומרי ניקוי ,,2,50,ILS,50,0,0,0,100,22/04/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2003444,חשבונית מס כולל מלאי,23/04/2020,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",22\04\20,מסיר חלודה,Industry,חומרי ניקוי ,,3,272,ILS,386,29.5337,0,342,816,22/04/2020,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2003468,חשבונית מס כולל מלאי,23/04/2020,1000000,רונן ג'אן,0,לקוחות שונים,שונות,23.04.20,מסיר חלודה,Industry,חומרי ניקוי ,,2,50,ILS,50,0,0,0,100,23/04/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2003667,חשבונית מס כולל מלאי,03/05/2020,5014305,סקאנמסטר סיסטם (אי.אר.טי),,סקאנמסטר סיסטם (אי.אר.טי),יצרן ציוד ומיכון,po201060,מסיר חלודה,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,03/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2003733,חשבונית מס כולל מלאי,04/05/2020,1000000,אביחי באבו,0,לקוחות שונים,שונות,04.05.20,מסיר חלודה,Industry,חומרי ניקוי ,,2,50,ILS,50,0,0,0,100,04/05/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
RGN-3712-750ML,10DVK52.2003971,חשבונית מס כולל מלאי,11/05/2020,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6775,מסיר חלודה,Industry,חומרי ניקוי ,ZZ105,40,11,ILS,23,52.1739,0,480,440,05/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2004050,חשבונית מס כולל מלאי,12/05/2020,5041459,"הי קאט שילת בע""מ",,"היי קאט שילת בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",12/05/2020,מסיר חלודה,Industry,חומרי ניקוי ,,2,350,ILS,386,9.3264,0,72,700,12/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2004061,חשבונית מס כולל מלאי,13/05/2020,2814217,"תעש מערכות בע""מ - 39 סלבי",,"תעש מערכות בע""מ - 39 סלבי",עיבוד מתכת ,13.05.20,מסיר חלודה,Industry,חומרי ניקוי ,,1,290,ILS,290,0,0,0,290,13/05/2020,"רוטל דבקים וכימיקלים בע""מ",דרור אילת,3,2042,חמרי ניקוי
RGN-3712-750ML,10DVK52.2004106,חשבונית מס כולל מלאי,14/05/2020,1000000,לירן מסטל,0,לקוחות שונים,שונות,LM130520,מסיר חלודה,Industry,חומרי ניקוי ,,1,15,ILS,15,0,0,0,15,13/05/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2004096,חשבונית מס כולל מלאי,14/05/2020,5051280,"סי אי אי פרויקטים אזרחייים בע""מ",,"סי אי אי פרויקטים אזרחיים בע""מ",שירותים,po20000048,מסיר חלודה,Industry,חומרי ניקוי ,,2,350,ILS,386,9.3264,0,72,700,13/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2004259,חשבונית מס כולל מלאי,19/05/2020,1000000,חמודי עבודות צבע,,לקוחות שונים,שירותים,18/05/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,330,ILS,330,0,0,0,330,18/05/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-3712-500ML,10DVK52.2004477,חשבונית מס כולל מלאי,25/05/2020,1000000,אבי מקסימוב,0,לקוחות שונים,שונות,LM250520,מסיר חלודה,Industry,חומרי ניקוי ,,1,20,ILS,20,0,0,0,20,25/05/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2004470,חשבונית מס כולל מלאי,25/05/2020,1000000,לירן מסטל,0,לקוחות שונים,שונות,25.05.20,מסיר חלודה,Industry,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,25/05/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2004786,חשבונית מס כולל מלאי,03/06/2020,5030321,"נטפים-מחסן טכני נטפים בע""",6789205 ,"נטפים-מחסן טכני נטפים בע""",תעשיה כימית,2900349390,מסיר חלודה,Industry,חומרי ניקוי ,98040-000048,2,70,ILS,80,12.5,0,20,140,02/06/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2004913,חשבונית מס כולל מלאי,07/06/2020,1000000,אילן יוחנן,0,לקוחות שונים,שונות,07/06/2020,מסיר חלודה,Industry,חומרי ניקוי ,,2,80,ILS,80,0,0,0,160,07/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005044,חשבונית מס כולל מלאי,10/06/2020,5025629,"יצמד בע""מ",,"יצמד בע""מ",שירותים,09/06/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,80,ILS,80,0,0,0,80,09/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK61.2000223,חשבונית זיכוי,09/07/2020,5025629,"יצמד בע""מ",,"יצמד בע""מ",שירותים,09/06/2020,מסיר חלודה,Industry,חומרי ניקוי ,,-1,80,ILS,80,0,0,0,-80,09/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2005094,חשבונית מס כולל מלאי,11/06/2020,5051280,"סי אי אי פרויקטים אזרחייים בע""מ",,"סי אי אי פרויקטים אזרחיים בע""מ",שירותים,po20000082,מסיר חלודה,Industry,חומרי ניקוי ,,2,350,ILS,386,9.3264,0,72,700,10/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005219,חשבונית מס כולל מלאי,15/06/2020,1000000,רונן ואן,0,לקוחות שונים,שונות,15.06.2020,מסיר חלודה,Industry,חומרי ניקוי ,,2,50,ILS,80,37.5,0,60,100,15/06/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005368,חשבונית מס כולל מלאי,18/06/2020,5030024,קונצפט רוקחות,4464316,קונצפט רוקחות,"תעשית המזון, הפארמה והקוסמטיקה",20100258,מסיר חלודה,Industry,חומרי ניקוי ,,15,65,ILS,80,18.75,0,225,975,18/06/2020,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי
RGN-3712-750ML,10DVK52.2005389,חשבונית מס כולל מלאי,21/06/2020,5041429,"ורידיס איכות הסביבה אר.די.אפ בע""מ",4672521 ,"ורידיס איכות הסביבה אר.די.אפ בע""מ",תעשיה כימית,17516,מסיר חלודה,Industry,חומרי ניקוי ,,12,16,ILS,23,30.4348,0,84,192,18/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005519,חשבונית מס כולל מלאי,24/06/2020,1000000,יורם מזרחי,0,לקוחות שונים,שונות,24.06.20-,מסיר חלודה,Industry,חומרי ניקוי ,,1,80,ILS,80,0,0,0,80,24/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK61.2000322,חשבונית זיכוי,14/10/2020,1000000,יורם מזרחי,0,לקוחות שונים,שונות,24.06.20-,מסיר חלודה,Industry,חומרי ניקוי ,,-1,80,ILS,80,0,0,0,-80,24/06/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005681,חשבונית מס כולל מלאי,30/06/2020,1000000,ועד הירקון 96 תל אביב ,6343259,לקוחות שונים,שונות,30.06.20,מסיר חלודה,Industry,חומרי ניקוי ,,2,80,ILS,80,0,0,0,160,30/06/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי ברוך,3,2042,חמרי ניקוי
RGN-3712-500ML,10DVK52.2005683,חשבונית מס כולל מלאי,01/07/2020,5026109,"רוטוניב טכנולוגיות בע""מ",,"רוטוניב טכנולוגיות בע""מ",תעשיה כימית,29/06/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,0,ILS,1,100,0,1,0,01/07/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-3712-750ML,10DVK52.2005849,חשבונית מס כולל מלאי,05/07/2020,5051312,"גשר אווירי בע""מ",6050220,"גשר אווירי בע""מ",שירותים,05/07/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,23,ILS,23,0,0,0,23,05/07/2020,"רוטל דבקים וכימיקלים בע""מ",ירון שריג,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2005929,חשבונית מס כולל מלאי,07/07/2020,1000000,גולן גבאי,0,לקוחות שונים,שונות,07.07.20,מסיר חלודה,Industry,חומרי ניקוי ,,2,50,ILS,80,37.5,0,60,100,07/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006080,חשבונית מס כולל מלאי,09/07/2020,5121010,כצט תעשיות כימיות,,כצט תעשיות כימיות,"תעשית המזון, הפארמה והקוסמטיקה",20-000264,מסיר חלודה,Industry,חומרי ניקוי ,51534,1,340,ILS,386,11.9171,0,46,340,08/07/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006050,חשבונית מס כולל מלאי,09/07/2020,1000000,לירן מסטל ,0,לקוחות שונים,שונות,09.07.2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,100,ILS,386,74.0933,0,286,100,09/07/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006144,חשבונית מס כולל מלאי,13/07/2020,5051318,"לויתן סחר ומוצרים חקלאיים בע""מ",,"לויתן סחר ומוצרים חקלאיים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",12/07/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,12/07/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006221,חשבונית מס כולל מלאי,15/07/2020,2114352,"אדוורדס ישראל ואקום בע""מ",8258305,"אדוורדס ישראל ואקום בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",7018441369,מסיר חלודה,Industry,חומרי ניקוי ,,1,339,ILS,386,12.1762,0,47,339,13/07/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK61.2000229,חשבונית זיכוי,27/07/2020,2114352,"אדוורדס ישראל ואקום בע""מ",8258305,"אדוורדס ישראל ואקום בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",7018441369,מסיר חלודה,Industry,חומרי ניקוי ,,-1,339,ILS,386,12.1762,0,47,-339,13/07/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006223,חשבונית מס כולל מלאי,15/07/2020,5026203,"טמפו משקאות בע""מ",4250402,"טמפו משקאות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500249404,מסיר חלודה,Industry,חומרי ניקוי ,4020861,1,595,ILS,386,-54.1451,0,-209,595,14/07/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006220,חשבונית מס כולל מלאי,15/07/2020,2114352,"אדוורדס ישראל ואקום בע""מ",8258305,"אדוורדס ישראל ואקום בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",7018441453,מסיר חלודה,Industry,חומרי ניקוי ,,1,339,ILS,386,12.1762,0,47,339,14/07/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2006227,חשבונית מס כולל מלאי,15/07/2020,5041809,"פיין סנטר בע""מ",5252259 ,"פיין סנטר בע""מ",סוחר,8388,מסיר חלודה,Industry,חומרי ניקוי ,756800R,6,65,ILS,80,18.75,0,90,390,14/07/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3712-23010000-25L,10DVK52.2006227,חשבונית מס כולל מלאי,15/07/2020,5041809,"פיין סנטר בע""מ",5252259 ,"פיין סנטר בע""מ",סוחר,8388,מסיר חלודה,Industry,חומרי ניקוי ,755400,1,300,ILS,386,22.2798,0,86,300,14/07/2020,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2006424,חשבונית מס כולל מלאי,21/07/2020,1000000,אילון קירור מסחרי ,,לקוחות שונים,סוחר,21.07.20,מסיר חלודה,Industry,חומרי ניקוי ,,1,100,ILS,100,0,0,0,100,21/07/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2006865,חשבונית מס כולל מלאי,03/08/2020,2112019,"אורביט מערכות תיקשורת בע""",,"אורביט מערכות תיקשורת בע""",יצרן ציוד ומיכון,po2022733.,מסיר חלודה,Industry,חומרי ניקוי ,,1,80,ILS,80,0,0,0,80,03/08/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-3712-20100000-5L,10DVK52.2007053,חשבונית מס כולל מלאי,06/08/2020,1000000,דניאל בן פורת,0,לקוחות שונים,שונות,06/08/2020,מסיר חלודה,Industry,חומרי ניקוי ,,1,85,ILS,85,0,0,0,85,06/08/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-N-3712-99000000-KIT,11.051.20000027,חשבונית יצוא,30/07/2020,5051023,Distribuidora Ojel s.a,,Distribuidora Ojel s.a,סוחר,3,מסיר חלודה,Industry,חומרי ניקוי ,,14,0,USD,0,0,0,0,0,01/08/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-8612-23010000-25L,10DVK52.2011057,חשבונית מס כולל מלאי,01/12/2020,1000000,בתים ניהול נכסים י.ב בע״מ,,לקוחות שונים,סוחר,30.11.20-,מסיר מדבקות,25L,חומרי ניקוי ,,1,1500,ILS,1500,0,0,0,1500,01/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-41300000-500ML,10DVK52.2008079,חשבונית מס כולל מלאי,07/09/2020,5120402,החברה המרכזית להפצת משקאו,5110401,החברה המרכזית להפצת משקאו,"תעשית המזון, הפארמה והקוסמטיקה",3600573,מסיר מדבקות,500ML,חומרי ניקוי ,,12,36,ILS,35,-2.8571,0,-12,432,02/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2007678,חשבונית מס כולל מלאי,26/08/2020,1000000,"ביטום בע""מ",,לקוחות שונים,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",26.08.20,מסיר מדבקות,5L,חומרי ניקוי ,,1,240,ILS,240,0,0,0,240,26/08/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2007896,חשבונית מס כולל מלאי,01/09/2020,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500182913,מסיר מדבקות,5L,חומרי ניקוי ,,6,365,ILS,248,-47.1774,0,-702,2190,01/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2008265,חשבונית מס כולל מלאי,13/09/2020,5040890,טי.איי.פי,,"סמארטק בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO20000369,מסיר מדבקות,5L,חומרי ניקוי ,,1,320,ILS,248,-29.0323,0,-72,320,13/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2008355,חשבונית מס כולל מלאי,15/09/2020,5051043,דרך ארץ המפעיל- כביש 6,,דרך ארץ המפעיל- כביש 6,שירותים,50400762,מסיר מדבקות,5L,חומרי ניקוי ,,2,330,ILS,248,-33.0645,0,-164,660,14/09/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2009126,חשבונית מס כולל מלאי,11/10/2020,5051051,"מבט ראשון פרסום חוצות בע""מ",,"מבט ראשון פרסום חוצות בע""מ",תעשיית הנייר וההדפסה,11/10/2020,מסיר מדבקות,5L,חומרי ניקוי ,,1,240,ILS,248,3.2258,0,8,240,11/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2009130,חשבונית מס כולל מלאי,11/10/2020,5051051,"מבט ראשון פרסום חוצות בע""מ",,"מבט ראשון פרסום חוצות בע""מ",תעשיית הנייר וההדפסה,11-10-20/,מסיר מדבקות,5L,חומרי ניקוי ,,3,240,ILS,248,3.2258,0,24,720,11/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2009240,חשבונית מס כולל מלאי,13/10/2020,1000000,אחזקות קיבוץ יזרעאל,,לקוחות שונים,שירותים,13.10.20+,מסיר מדבקות,5L,חומרי ניקוי ,,1,190,ILS,190,0,0,0,190,13/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2009630,חשבונית מס כולל מלאי,25/10/2020,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500184259,מסיר מדבקות,5L,חומרי ניקוי ,,6,365,ILS,248,-47.1774,0,-702,2190,22/10/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2009842,חשבונית מס כולל מלאי,01/11/2020,5051447,ניו סינמה- באר טוביה,4250609,ניו סינמה- באר טוביה,שירותים,28/10/2020,מסיר מדבקות,5L,חומרי ניקוי ,,4,290,ILS,248,-16.9355,0,-168,1160,01/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2010523,חשבונית מס כולל מלאי,17/11/2020,5041286,"נביעות- טבע הגליל בע""מ",,"נביעות- טבע הגליל בע""מ","תעשית המזון, הפארמה והקוסמטיקה",9112795,מסיר מדבקות,5L,חומרי ניקוי ,3105163,1,360,ILS,248,-45.1613,0,-112,360,10/11/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2010709,חשבונית מס כולל מלאי,22/11/2020,1000000,"תמר תעשיות בע""מ",,לקוחות שונים,סוחר,22.11.2020,מסיר מדבקות,5L,חומרי ניקוי ,,1,248,ILS,248,0,0,0,248,22/11/2020,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2011711,חשבונית מס כולל מלאי,20/12/2020,1000000,בשמחה תמיד,,לקוחות שונים,שונות,20.12.20,מסיר מדבקות,5L,חומרי ניקוי ,,2,248,ILS,248,0,0,0,496,20/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2011880,חשבונית מס כולל מלאי,24/12/2020,5051465,קרונוס ישראל,3881000,"קרונוס ישראל ג.ש. גידולים בע""מ",שירותים,601110,מסיר מדבקות,5L,חומרי ניקוי ,,1,350,ILS,248,-41.129,0,-102,350,23/12/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-8612-1L,10DVK52.2000010,חשבונית מס כולל מלאי,01/01/2020,5029688,מתן מדפסות דיגיטליות (200,,מתן מדפסות דיגיטליות (200,יצרן ציוד ומיכון,4500660737,מסיר מדבקות,N,חומרי ניקוי ,,5,60,ILS,68,11.7647,0,40,300,01/01/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2000075,חשבונית מס כולל מלאי,02/01/2020,5041016,"אתר תעשיות פלסטיק בע""מ",,"אתר תעשיות פלסטיק בע""מ",יצרן ציוד ומיכון,01/01/2020,מסיר מדבקות,N,חומרי ניקוי ,,2,330,ILS,280,-17.8571,0,-100,660,01/01/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
RGN-8612-500M,10DVK52.2000108,חשבונית מס כולל מלאי,02/01/2020,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,02/01/2020,מסיר מדבקות,N,חומרי ניקוי ,,12,35,ILS,35,0,0,0,420,02/01/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-23010000-25L,10DVK52.2001213,חשבונית מס כולל מלאי,06/02/2020,5025450,החברה המרכזית לייצור משקא,5110401,החברה המרכזית לייצור משקא,"תעשית המזון, הפארמה והקוסמטיקה",4234606,מסיר מדבקות,N,חומרי ניקוי ,3208203,1,1800,ILS,1386,-29.8701,0,-414,1800,03/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2001535,חשבונית מס כולל מלאי,17/02/2020,5051098,"מי עדן בע""מ",4951787 ,"מי עדן בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4500177625,מסיר מדבקות,N,חומרי ניקוי ,,8,365,ILS,280,-30.3571,0,-680,2920,16/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2001789,חשבונית מס כולל מלאי,24/02/2020,5025713,"פאוזה שירותי קפה בע""מ",4951787,"פאוזה שירותי קפה בע""מ",שירותים,4500177888,מסיר מדבקות,N,חומרי ניקוי ,853257,1,350,ILS,280,-25,0,-70,350,23/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2001787,חשבונית מס כולל מלאי,24/02/2020,5051249,יעקב אזולאי אחזקה ושיפוצים,5884347 ,יעקב אזולאי אחזקה ושיפוצים,שירותים,24/02/2020,מסיר מדבקות,N,חומרי ניקוי ,,1,290,ILS,280,-3.5714,0,-10,290,24/02/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
RGN-8612-1L,10DVK52.2001952,חשבונית מס כולל מלאי,01/03/2020,1000000,רינה אבוחצירה,0,לקוחות שונים,שונות,01.03.20,מסיר מדבקות,N,חומרי ניקוי ,,3,68,ILS,68,0,0,0,204,01/03/2020,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי
GLG-8612-23010000-25L,10DVK52.2001967,חשבונית מס כולל מלאי,01/03/2020,1000000,"בירב אבוהב יזמות והשקעות בע""מ",,לקוחות שונים,סוחר,01.03.20.,מסיר מדבקות,N,חומרי ניקוי ,,1,1500,ILS,1386,-8.2251,0,-114,1500,01/03/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-20100000-5L,10DVK52.2002131,חשבונית מס כולל מלאי,08/03/2020,5051054,פרסום רוטשטיין בעמ',,פרסום רוטשטיין בעמ',שירותים,03/03/2020,מסיר מדבקות,N,חומרי ניקוי ,,4,320,ILS,280,-14.2857,0,-160,1280,03/03/2020,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי
GLG-8612-23010000-25L,10DVK52.2002848,חשבונית מס כולל מלאי,01/04/2020,5041499,סטיל רולינג קורפוריישן בע,,סטיל רולינג קורפוריישן בע,יצרן חומרי בניה,1887,מסיר מדבקות,N,חומרי ניקוי ,,1,1500,ILS,1386,-8.2251,0,-114,1500,18/03/2020,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי
