קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,
GLG-3312-23010000-25L,11.051.19000044,חשבונית יצוא,16/12/2019,5051204,Andredi Ricardo Cordero Carrión,,Andredi Ricardo Cordero Carrión,שונות,RGN Samples,מסיר אבנית,Industry,חומרי ניקוי ,,1,5,USD,17.38,0,0,0,17.38,16/12/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,707
GLG-3312-20100000-5L,10DVK52.1910943,חשבונית מס כולל מלאי,18/12/2019,1000000,"מאסטר פוד בע""מ",,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",18.12.19......,מסיר אבנית,Industry,חומרי ניקוי ,,2,70,ILS,70,0,0,0,140,18/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,695
GLG-3312-01000000-1000L,10DVK52.1910968,חשבונית מס כולל מלאי,19/12/2019,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,r190000420,מסיר אבנית,Industry,חומרי ניקוי ,,1,8500,ILS,9350,9.0909,0,850,8500,18/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,340
GLG-3312-23010000-25L,10DVK52.1910975,חשבונית מס כולל מלאי,19/12/2019,5042047,"נפטון פונדק את איילון בע""",,"נפטון פונדק את איילון בע""","תעשית המזון, הפארמה והקוסמטיקה",19/12/2019,מסיר אבנית,Industry,חומרי ניקוי ,,1,330,ILS,334,1.1976,0,4,330,19/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,708
GLG-3312-23010000-25L,10DVK52.1910974,חשבונית מס כולל מלאי,19/12/2019,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",47376-84,מסיר אבנית,Industry,חומרי ניקוי ,9146215,3,330,ILS,334,1.1976,0,12,990,19/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,13
GLG-3312-20100000-5L,10DVK52.1911082,חשבונית מס כולל מלאי,24/12/2019,2012303,דורות מגופי פיקוד ובקרה,,דורות מגופי פיקוד ובקרה,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",426393,מסיר אבנית,Industry,חומרי ניקוי ,,2,70,ILS,70,0,0,0,140,23/12/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,28
GLG-3312-23010000-25L,10DVK52.1911183,חשבונית מס כולל מלאי,26/12/2019,5122222,מעלה הכרמל מרכז רפואי לבריאות הנפש,3092706 ,מעלה הכרמל מרכז רפואי לבריאות הנפש,שירותים,20178484,מסיר אבנית,Industry,חומרי ניקוי ,05-127,2,275,ILS,334,17.6647,0,118,550,26/12/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,364
RGN-3312-750ML,10DVK52.1911101,חשבונית מס כולל מלאי,24/12/2019,5041820,סול כנף הסוללים,,סול כנף הסוללים,"תעשית המזון, הפארמה והקוסמטיקה",GH241219,מסיר אבנית,Industry,חומרי ניקוי ,,14,21,ILS,21,0,0,0,294,24/12/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,658
GLG-3712-23010000-25L,10DVK52.1908180,חשבונית מס כולל מלאי,15/09/2019,1000000,לירן מסטל,0,לקוחות שונים,שונות,LM150919,מסיר חלודה,Industry,חומרי ניקוי ,,1,100,ILS,386,74.0933,0,286,100,15/09/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,750
GLG-3712-20100000-5L,10DVK52.1908221,חשבונית מס כולל מלאי,16/09/2019,1000000,דורון,0,לקוחות שונים,שונות,16.09.19,מסיר חלודה,Industry,חומרי ניקוי ,,1,85,ILS,80,-6.25,0,-5,85,16/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,743
GLG-3712-20100000-5L,10DVK61.1900228,חשבונית זיכוי,04/11/2019,1000000,דורון,0,לקוחות שונים,שונות,16.09.19,מסיר חלודה,Industry,חומרי ניקוי ,,-1,85,ILS,80,-6.25,0,-5,-85,16/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,744
GLG-3712-23010000-25L,10DVK52.1908424,חשבונית מס כולל מלאי,24/09/2019,5051151,"גרינשפון הנדסה בע""מ ",,"גרינשפון הנדסה בע""מ ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",19-01380,מסיר חלודה,Industry,חומרי ניקוי ,,1,300,ILS,386,22.2798,0,86,300,01/10/2019,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,3,2042,חמרי ניקוי,32
GLG-3712-23010000-25L,10DVK52.1908734,חשבונית מס כולל מלאי,06/10/2019,1000000,עדן מימון,0,לקוחות שונים,שונות,LM061019,מסיר חלודה,Industry,חומרי ניקוי ,,1,180,ILS,386,53.3679,0,206,180,06/10/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,751
GLG-3712-23010000-25L,10DVK52.1908941,חשבונית מס כולל מלאי,22/10/2019,5041459,"הי קאט שילת בע""מ",,"היי קאט שילת בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",07/000024,מסיר חלודה,Industry,חומרי ניקוי ,,2,350,ILS,386,9.3264,0,72,700,22/10/2019,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי,752
GLG-3712-23010000-25L,10DVK52.1909103,חשבונית מס כולל מלאי,27/10/2019,5051100,"חברת קו צינור אירופה אסיה בע""מ",,"חברת קו צינור אירופה אסיה בע""מ",אנרגיה,19012698,מסיר חלודה,Industry,חומרי ניקוי ,6342280155,4,317,ILS,386,17.8756,0,276,1268,23/10/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,6
GLG-3712-23010000-25L,10DVK52.1909317,חשבונית מס כולל מלאי,03/11/2019,5041809,"פיין סנטר בע""מ",5252259 ,"פיין סנטר בע""מ",סוחר,GH311019,מסיר חלודה,Industry,חומרי ניקוי ,,2,300,ILS,386,22.2798,0,172,600,31/10/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,141
GLG-3712-23010000-25L,10DVK52.1909358,חשבונית מס כולל מלאי,03/11/2019,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",03.11.19,מסיר חלודה,Industry,חומרי ניקוי ,,3,272,ILS,386,29.5337,0,342,816,03/11/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,33
GLG-3712-20100000-5L,10DVK52.1909492,חשבונית מס כולל מלאי,06/11/2019,5025960,"טכנו עד בע""מ",,"טכנו עד בע""מ",תעשיה כימית,PO191055,מסיר חלודה,Industry,חומרי ניקוי ,,1,98,ILS,80,-22.5,0,-18,98,05/11/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,504
RGN-3712-750ML,10DVK52.1909904,חשבונית מס כולל מלאי,17/11/2019,5030433,"פילטר סייפ בע""מ",,"פילטר סייפ בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",21597,מסיר חלודה,Industry,חומרי ניקוי ,,12,25,ILS,23,-8.6957,0,-24,300,13/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,60
GLG-3712-20100000-5L,10DVK52.1909961,חשבונית מס כולל מלאי,18/11/2019,5042038,"עין גדי -מים מינרלים בע""מ",,"עין גדי -מים מינרלים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",4400005398,מסיר חלודה,Industry,חומרי ניקוי ,99125742,1,65,ILS,80,18.75,0,15,65,18/11/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,582
RGN-3712-750ML,10DVK52.1910368,חשבונית מס כולל מלאי,02/12/2019,5030433,"פילטר סייפ בע""מ",,"פילטר סייפ בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",21753,מסיר חלודה,Industry,חומרי ניקוי ,,12,25,ILS,23,-8.6957,0,-24,300,01/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,61
GLG-3712-23010000-25L,11.051.19000043,חשבונית יצוא,04/12/2019,5051023,Distribuidora Ojel s.a,,Distribuidora Ojel s.a,שונות,Replacement of damaged goods!,מסיר חלודה,Industry,חומרי ניקוי ,,3,10,USD,34.81,0,0,0,104.43,08/12/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,753
GLG-3712-23010000-25L,10DVK52.1910634,חשבונית מס כולל מלאי,09/12/2019,5051199,"דוחובני עוגני קרקע בע""מ",,"דוחובני עוגני קרקע בע""מ",שירותים,09.12.19,מסיר חלודה,Industry,חומרי ניקוי ,,1,330,ILS,386,14.5078,0,56,330,09/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,754
GLG-3712-23010000-25L,10DVK61.1900261,חשבונית זיכוי,10/12/2019,5051199,"דוחובני עוגני קרקע בע""מ",,"דוחובני עוגני קרקע בע""מ",שירותים,09.12.19,מסיר חלודה,Industry,חומרי ניקוי ,,-1,330,ILS,386,14.5078,0,56,-330,09/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,755
GLG-3712-20100000-5L,10DVK52.1910792,חשבונית מס כולל מלאי,15/12/2019,1000000,ישראל שפירא,0,לקוחות שונים,שונות,15.12.19.,מסיר חלודה,Industry,חומרי ניקוי ,,1,80,ILS,80,0,0,0,80,15/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,745
RGN-3712-750ML,10DVK52.1910792,חשבונית מס כולל מלאי,15/12/2019,1000000,ישראל שפירא,0,לקוחות שונים,שונות,15.12.19.,מסיר חלודה,Industry,חומרי ניקוי ,,1,23,ILS,23,0,0,0,23,15/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,965
GLG-3712-23010000-25L,11.051.19000044,חשבונית יצוא,16/12/2019,5051204,Andredi Ricardo Cordero Carrión,,Andredi Ricardo Cordero Carrión,שונות,RGN Samples,מסיר חלודה,Industry,חומרי ניקוי ,,1,5,USD,17.38,0,0,0,17.38,16/12/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,0,2042,חמרי ניקוי,756
GLG-3712-20100000-5L,10DVK52.1910957,חשבונית מס כולל מלאי,18/12/2019,5051174,יוכי אספרגוס,,"יוכי אספרגוס בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",LM181219,מסיר חלודה,Industry,חומרי ניקוי ,,1,60,ILS,80,25,0,20,60,18/12/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,583
GLG-3712-23010000-25L,10DVK52.1910975,חשבונית מס כולל מלאי,19/12/2019,5042047,"נפטון פונדק את איילון בע""",,"נפטון פונדק את איילון בע""","תעשית המזון, הפארמה והקוסמטיקה",19/12/2019,מסיר חלודה,Industry,חומרי ניקוי ,,1,330,ILS,386,14.5078,0,56,330,19/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,757
GLG-3712-23010000-25L,10DVK52.1911182,חשבונית מס כולל מלאי,26/12/2019,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",25.12.19..,מסיר חלודה,Industry,חומרי ניקוי ,,4,272,ILS,386,29.5337,0,456,1088,24/12/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,34
GLG-6002-23010000-25L,10DVK52.1900275,חשבונית מס כולל מלאי,09/01/2019,5042112,"יוגבי העמקים בע""מ",,"יוגבי העמקים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",07/01/2019,מסיר שומנים,Industry,חומרי ניקוי ,,1,350,ILS,540,35.1852,0,190,350,07/01/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,760
GLG-6002-20100000-5L,10DVK52.1901636,חשבונית מס כולל מלאי,19/02/2019,5051019,בזלת נחושתן בע''מ,3065101,בזלת נחושתן בע''מ,"תעשית המזון, הפארמה והקוסמטיקה",20,מסיר שומנים,Industry,חומרי ניקוי ,,2,80,ILS,114,29.8246,0,68,160,18/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,758
GLG-6002-10000000-200L,10DVK52.1906441,חשבונית מס כולל מלאי,22/07/2019,5051111,"אבוקדו גרנות בע""מ ",3881100,"אבוקדו גרנות בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",07-אוק,מסיר שומנים,Industry,חומרי ניקוי ,,1,2268,ILS,4080,44.4118,0,1812,2268,17/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,584
GLG-6002-23010000-25L,10DVK52.1906614,חשבונית מס כולל מלאי,29/07/2019,5051116,שמואל כץ,0,שמואל כץ,"תעשית המזון, הפארמה והקוסמטיקה",25/07/2019,מסיר שומנים,Industry,חומרי ניקוי ,,1,330,ILS,540,38.8889,0,210,330,25/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,586
GLG-6002-10000000-200L,10DVK52.1907326,חשבונית מס כולל מלאי,21/08/2019,5051111,"אבוקדו גרנות בע""מ",3881100,"אבוקדו גרנות בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",אוג-13,מסיר שומנים,Industry,חומרי ניקוי ,,2,2268,ILS,2457,7.6923,0,378,4536,19/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,585
GLG-6002-20100000-5L,10DVK52.1907463,חשבונית מס כולל מלאי,25/08/2019,5051019,בזלת נחושתן בע''מ,3065101,בזלת נחושתן בע''מ,"תעשית המזון, הפארמה והקוסמטיקה",223,מסיר שומנים,Industry,חומרי ניקוי ,,1,100,ILS,77,-29.8701,0,-23,100,21/08/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,759
GLG-6002-20100000-5L,10DVK52.1909102,חשבונית מס כולל מלאי,27/10/2019,5025715,"לבנון את קוגן בע""מ",,"לבנון את קוגן בע""מ",סוחר,PO1901987,מסיר שומנים,Industry,חומרי ניקוי ,,1,114,ILS,114,0,0,0,114,27/10/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,142
GLG-6002-23010000-25L,10DVK52.1908973,חשבונית מס כולל מלאי,23/10/2019,5051168,"אגרי אלידור יזמות ופרויקטים בע""מ",,"אגרי אלידור יזמות ופרויקטים בע""מ",,22102019-1,מסיר שומנים,Industry,חומרי ניקוי ,,1,330,ILS,367,10.0817,0,37,330,23/10/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,761
GLG-6002-23010000-25L,10DVK52.1909668,חשבונית מס כולל מלאי,11/11/2019,1000000,נחלי שמן,,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",11.11.19,מסיר שומנים,Industry,חומרי ניקוי ,,1,360,ILS,367,1.9074,0,7,360,11/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,762
GLG-6002-23010000-25L,10DVK61.1900235,חשבונית זיכוי,17/11/2019,1000000,נחלי שמן,,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",11.11.19,מסיר שומנים,Industry,חומרי ניקוי ,,-1,360,ILS,367,1.9074,0,7,-360,11/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,763
GLG-6002-23010000-25L,10DVK52.1910429,חשבונית מס כולל מלאי,03/12/2019,5023479,"גרפופרינט בע""מ",4580500,"גרפופרינט בע""מ",תעשיית הנייר וההדפסה,5025753/0,מסיר שומנים,Industry,חומרי ניקוי ,,2,270,ILS,367,26.4305,0,194,540,01/12/2019,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,529
GLG-6002-23010000-25L,10DVK52.1910584,חשבונית מס כולל מלאי,08/12/2019,5051163,"בראשית אגש""ח",,"בראשית אגש""ח","תעשית המזון, הפארמה והקוסמטיקה",15852,מסיר שומנים,Industry,חומרי ניקוי ,41219,1,360,ILS,367,1.9074,0,7,360,08/12/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,587
GLG-6002-23010000-25L,10DVK52.1910957,חשבונית מס כולל מלאי,18/12/2019,5051174,יוכי אספרגוס,,"יוכי אספרגוס בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",LM181219,מסיר שומנים,Industry,חומרי ניקוי ,,1,350,ILS,367,4.6322,0,17,350,18/12/2019,"רוטל דבקים וכימיקלים בע""מ",לירן מסטל,3,2042,חמרי ניקוי,588
RGN-799-25L,10DVK52.1900275,חשבונית מס כולל מלאי,09/01/2019,5042112,"יוגבי העמקים בע""מ",,"יוגבי העמקים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",07/01/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,495,ILS,495,0,0,0,495,07/01/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,1045
RGN-799-25L,10DVK52.1900995,חשבונית מס כולל מלאי,03/02/2019,5041397,"ביצי כפר  משנת 1972 בע""מ",4969105,"ביצי כפר  משנת 1972 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",21/01/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,380,ILS,495,23.2323,0,115,380,01/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,676
RGN-799-25L,10DVK52.1901255,חשבונית מס כולל מלאי,10/02/2019,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",04/02/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,340,ILS,495,31.3131,0,155,340,04/02/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,677
RGN-799-25L,10DVK52.1904356,חשבונית מס כולל מלאי,20/05/2019,5041397,"ביצי כפר  משנת 1972 בע""מ",4969105,"ביצי כפר  משנת 1972 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",19/05/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,380,ILS,495,23.2323,0,115,380,19/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,678
RGN-799-25L,10DVK52.1905038,חשבונית מס כולל מלאי,11/06/2019,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",04/06/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,340,ILS,495,31.3131,0,155,340,04/06/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,679
RGN-799-5L,10DVK52.1905827,חשבונית מס כולל מלאי,03/07/2019,1000000,"ג'ני אנטרפרייז בע""מ",,לקוחות שונים,שונות,03.07.19.....,נוזל לניקוי,Industry,חומרי ניקוי ,,1,105,ILS,105,0,0,0,105,03/07/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,1047
RGN-799-25L,10DVK52.1906614,חשבונית מס כולל מלאי,29/07/2019,5051116,שמואל כץ,0,שמואל כץ,"תעשית המזון, הפארמה והקוסמטיקה",25/07/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,330,ILS,495,33.3333,0,165,330,25/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,680
RGN-799-5L,10DVK52.1908221,חשבונית מס כולל מלאי,16/09/2019,1000000,דורון,0,לקוחות שונים,שונות,16.09.19,נוזל לניקוי,Industry,חומרי ניקוי ,,1,90,ILS,80,-12.5,0,-10,90,16/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,1048
RGN-799-5L,10DVK61.1900228,חשבונית זיכוי,04/11/2019,1000000,דורון,0,לקוחות שונים,שונות,16.09.19,נוזל לניקוי,Industry,חומרי ניקוי ,,-1,90,ILS,80,-12.5,0,-10,-90,16/09/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,1049
RGN-799-25L,10DVK52.1908556,חשבונית מס כולל מלאי,02/10/2019,5041815,מחלבת קיבוץ עין השופט קהי,1923700,מחלבת קיבוץ עין השופט קהי,"תעשית המזון, הפארמה והקוסמטיקה",23/09/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,340,ILS,386,11.9171,0,46,340,01/10/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,681
RGN-799-25L,10DVK52.1909522,חשבונית מס כולל מלאי,06/11/2019,5042011,קפה גילמן,,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",06/11/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,350,ILS,386,9.3264,0,36,350,06/11/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,1046
RGN-799-25L,10DVK52.1910615,חשבונית מס כולל מלאי,08/12/2019,5041397,"ביצי כפר  משנת 1972 בע""מ",4969105,"ביצי כפר  משנת 1972 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",08/12/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,380,ILS,386,1.5544,0,6,380,08/12/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,682
RGN-799-5L,10DVK52.1911036,חשבונית מס כולל מלאי,23/12/2019,5041707,מאפיית אלמוכתאר שפרעם ,,"מאפיית אלתנור בע""מ ","תעשית המזון, הפארמה והקוסמטיקה",GH191219,נוזל לניקוי,Industry,חומרי ניקוי ,,1,98,ILS,80,-22.5,0,-18,98,19/12/2019,"רוטל דבקים וכימיקלים בע""מ",גיא חן ,3,2042,חמרי ניקוי,683
RGN-777-1L,10DVK52.1902550,חשבונית מס כולל מלאי,19/03/2019,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600045723,נוזל לניקוי,Industry,חומרי ניקוי ,403856,10,43,ILS,20,-115,0,-230,430,31/03/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,109
RGN-777-1L,10DVK52.1908111,חשבונית מס כולל מלאי,12/09/2019,5041591,"אדנטק בע""מ",,"אדנטק בע""מ",סוחר,10068,נוזל לניקוי,Industry,חומרי ניקוי ,,12,16,ILS,20,20,0,48,192,08/09/2019,"רוטל דבקים וכימיקלים בע""מ",מורן יהודאי,3,2042,חמרי ניקוי,295
RGN-777-1L,10DVK52.1908558,חשבונית מס כולל מלאי,02/10/2019,5040167,ג'י.אי  מדיקל סיסטמס,3508510 ,ג'י.אי  מדיקל סיסטמס,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",600046108,נוזל לניקוי,Industry,חומרי ניקוי ,403856,10,43,ILS,20,-115,0,-230,430,02/10/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,110
GLG-7076-20100000-5L,10DVK52.1901265,חשבונית מס כולל מלאי,10/02/2019,1000000,"לייתפקטיב בע""מ",,לקוחות שונים,שירותים,po1149,נוזל לניקוי,Industry,חומרי ניקוי ,,1,90,ILS,88,-2.2727,0,-2,90,10/02/2019,"רוטל דבקים וכימיקלים בע""מ",רוטל,3,2042,חמרי ניקוי,878
GLG-7076-23010000-25L,10DVK52.1901937,חשבונית מס כולל מלאי,03/03/2019,2012303,דורות מגופי פיקוד ובקרה,,דורות מגופי פיקוד ובקרה,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",103866,נוזל לניקוי,Industry,חומרי ניקוי ,85507005,1,1200,ILS,450,-166.6667,0,-750,1200,28/02/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,52
GLG-7076-23010000-25L,10DVK52.1904356,חשבונית מס כולל מלאי,20/05/2019,5041397,"ביצי כפר  משנת 1972 בע""מ",4969105,"ביצי כפר  משנת 1972 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",19/05/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,380,ILS,450,15.5556,0,70,380,19/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,632
GLG-7076-20100000-5L,10DVK52.1904614,חשבונית מס כולל מלאי,28/05/2019,5041777,"זלמן סודקביץ ובניו בע""מ",4672521 ,"זלמן סודקביץ ובניו בע""מ",אנרגיה,26/05/2019,נוזל לניקוי,Industry,חומרי ניקוי ,,1,50,ILS,88,43.1818,0,38,50,26/05/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,879
GLG-7076-23010000-25L,10DVK52.1904211,חשבונית מס כולל מלאי,14/05/2019,2012303,דורות מגופי פיקוד ובקרה,,דורות מגופי פיקוד ובקרה,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",388321,נוזל לניקוי,Industry,חומרי ניקוי ,85507005,1,1200,ILS,450,-166.6667,0,-750,1200,30/05/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,53
GLG-7076-20100000-5L,10DVK52.1905954,חשבונית מס כולל מלאי,07/07/2019,4255789,צוק מערכות ורכיבי הנעה בע,,צוק מערכות ורכיבי הנעה בע,יצרן ציוד ומיכון,po19002003,נוזל לניקוי,Industry,חומרי ניקוי ,,1,100,ILS,88,-13.6364,0,-12,100,04/07/2019,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,79
GLG-7076-23010000-25L,10DVK52.1906815,חשבונית מס כולל מלאי,05/08/2019,2012303,דורות מגופי פיקוד ובקרה,,דורות מגופי פיקוד ובקרה,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",103960,נוזל לניקוי,Industry,חומרי ניקוי ,85507005,1,1200,ILS,450,-166.6667,0,-750,1200,04/08/2019,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,54
